"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"demAgeFull_us","Age (US): 30","2020-03-10",7,51,0,0,0,49
"demAgeFull_us","Age (US): 30","2020-03-11",11,32,16,21,0,31
"demAgeFull_us","Age (US): 30","2020-03-12",3,0,0,65,0,35
"demAgeFull_us","Age (US): 30","2020-03-13",6,23,33,0,0,43
"demAgeFull_us","Age (US): 30","2020-03-14",7,0,18,0,8,74
"demAgeFull_us","Age (US): 30","2020-03-15",6,0,0,0,47,53
"demAgeFull_us","Age (US): 30","2020-03-16",7,16,0,13,0,71
"demAgeFull_us","Age (US): 30","2020-03-17",2,0,0,65,0,35
"demAgeFull_us","Age (US): 30","2020-03-18",4,0,21,0,0,79
"demAgeFull_us","Age (US): 30","2020-03-19",4,0,0,0,83,17
"demAgeFull_us","Age (US): 30","2020-03-20",7,8,0,20,38,35
"demAgeFull_us","Age (US): 30","2020-03-21",2,41,0,0,0,59
"demAgeFull_us","Age (US): 30","2020-03-22",5,43,14,0,16,26
"demAgeFull_us","Age (US): 30","2020-03-23",5,0,28,0,0,72
"demAgeFull_us","Age (US): 30","2020-03-24",7,34,0,0,17,49
"demAgeFull_us","Age (US): 30","2020-03-25",6,42,0,13,45,0
"demAgeFull_us","Age (US): 30","2020-03-26",7,16,22,0,7,54
"demAgeFull_us","Age (US): 30","2020-03-27",2,0,0,0,0,100
"demAgeFull_us","Age (US): 30","2020-03-28",2,31,0,0,69,0
"demAgeFull_us","Age (US): 30","2020-03-29",5,49,0,15,0,36
"demAgeFull_us","Age (US): 30","2020-03-30",4,31,0,0,44,25
"demAgeFull_us","Age (US): 30","2020-03-31",6,37,14,0,11,38
"demAgeFull_us","Age (US): 30","2020-04-01",5,26,0,10,23,41
"demAgeFull_us","Age (US): 30","2020-04-02",2,100,0,0,0,0
"demAgeFull_us","Age (US): 30","2020-04-03",3,25,0,25,0,51
"demAgeFull_us","Age (US): 30","2020-04-04",3,0,0,0,72,28
"demAgeFull_us","Age (US): 30","2020-04-05",3,0,0,0,0,100
"demAgeFull_us","Age (US): 30","2020-04-06",4,18,0,0,21,61
"demAgeFull_us","Age (US): 30","2020-04-07",2,0,0,0,0,100
"demAgeFull_us","Age (US): 30","2020-04-08",1,100,0,0,0,0
"demAgeFull_us","Age (US): 30","2020-04-09",2,0,0,0,68,32
"demAgeFull_us","Age (US): 30","2020-04-10",3,16,19,44,0,20
"demAgeFull_us","Age (US): 30","2020-04-11",5,30,0,0,0,70
"demAgeFull_us","Age (US): 30","2020-04-12",4,14,16,0,37,33
"demAgeFull_us","Age (US): 30","2020-04-13",2,49,0,0,0,51
"demAgeFull_us","Age (US): 30","2020-04-14",4,75,25,0,0,0
"demAgeFull_us","Age (US): 30","2020-04-15",5,100,0,0,0,0
"demAgeFull_us","Age (US): 30","2020-04-16",3,0,32,0,16,52
"demAgeFull_us","Age (US): 30","2020-04-18",5,0,0,22,51,28
"demAgeFull_us","Age (US): 30","2020-04-19",5,20,0,0,45,35
"demAgeFull_us","Age (US): 30","2020-04-20",7,0,0,5,0,95
"demAgeFull_us","Age (US): 30","2020-04-21",2,0,0,0,0,100
"demAgeFull_us","Age (US): 30","2020-04-22",5,39,0,12,0,50
"demAgeFull_us","Age (US): 30","2020-04-23",5,26,0,0,31,43
"demAgeFull_us","Age (US): 30","2020-04-24",4,57,0,0,32,11
"demAgeFull_us","Age (US): 30","2020-04-25",3,0,0,0,64,36
"demAgeFull_us","Age (US): 30","2020-04-26",5,11,23,0,40,27
"demAgeFull_us","Age (US): 30","2020-04-27",2,21,0,0,40,40
"demAgeFull_us","Age (US): 30","2020-04-28",4,0,0,33,33,33
"demAgeFull_us","Age (US): 30","2020-04-29",6,57,0,0,0,43
"demAgeFull_us","Age (US): 30","2020-04-30",4,63,0,0,16,21
"demAgeFull_us","Age (US): 30","2020-05-01",7,36,0,11,42,11
"demAgeFull_us","Age (US): 30","2020-05-02",4,0,0,15,0,85
"demAgeFull_us","Age (US): 30","2020-05-03",3,25,0,0,75,0
"demAgeFull_us","Age (US): 30","2020-05-04",6,0,0,24,9,68
"demAgeFull_us","Age (US): 30","2020-05-05",2,0,0,42,0,58
"demAgeFull_us","Age (US): 30","2020-05-06",1,100,0,0,0,0
"demAgeFull_us","Age (US): 30","2020-05-07",6,43,0,0,0,57
"demAgeFull_us","Age (US): 30","2020-05-08",3,0,50,0,50,0
"demAgeFull_us","Age (US): 30","2020-05-09",1,60,0,0,0,40
"demAgeFull_us","Age (US): 30","2020-05-10",8,37,0,14,23,26
"demAgeFull_us","Age (US): 30","2020-05-11",2,0,0,0,0,100
"demAgeFull_us","Age (US): 30","2020-05-12",6,27,0,0,62,11
"demAgeFull_us","Age (US): 30","2020-05-13",5,17,55,0,11,16
"demAgeFull_us","Age (US): 30","2020-05-14",4,19,25,25,0,31
"demAgeFull_us","Age (US): 30","2020-05-16",4,0,0,14,0,86
"demAgeFull_us","Age (US): 30","2020-05-17",5,0,53,0,20,27
"demAgeFull_us","Age (US): 30","2020-05-18",4,0,31,18,0,51
"demAgeFull_us","Age (US): 30","2020-05-19",2,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-01-09",5,30,0,0,0,70
"demAgeFull_us","Age (US): 31","2020-01-10",5,27,0,16,7,50
"demAgeFull_us","Age (US): 31","2020-01-11",3,31,0,0,17,52
"demAgeFull_us","Age (US): 31","2020-01-12",7,0,0,8,27,66
"demAgeFull_us","Age (US): 31","2020-01-13",11,31,6,8,24,31
"demAgeFull_us","Age (US): 31","2020-01-14",12,10,6,21,24,40
"demAgeFull_us","Age (US): 31","2020-01-15",12,0,7,17,5,70
"demAgeFull_us","Age (US): 31","2020-01-16",5,0,20,0,0,80
"demAgeFull_us","Age (US): 31","2020-01-17",2,0,38,38,0,25
"demAgeFull_us","Age (US): 31","2020-01-18",4,16,0,0,0,84
"demAgeFull_us","Age (US): 31","2020-01-19",6,0,30,9,13,49
"demAgeFull_us","Age (US): 31","2020-01-20",4,18,13,0,0,69
"demAgeFull_us","Age (US): 31","2020-01-21",6,31,9,9,20,30
"demAgeFull_us","Age (US): 31","2020-01-22",4,37,0,0,0,63
"demAgeFull_us","Age (US): 31","2020-01-23",5,36,47,0,0,18
"demAgeFull_us","Age (US): 31","2020-01-24",13,39,21,10,10,20
"demAgeFull_us","Age (US): 31","2020-01-25",8,27,0,16,0,57
"demAgeFull_us","Age (US): 31","2020-01-26",4,29,0,0,16,55
"demAgeFull_us","Age (US): 31","2020-01-27",5,30,0,29,0,41
"demAgeFull_us","Age (US): 31","2020-01-28",6,10,0,39,0,51
"demAgeFull_us","Age (US): 31","2020-01-29",11,52,0,0,0,48
"demAgeFull_us","Age (US): 31","2020-01-30",10,15,0,5,8,72
"demAgeFull_us","Age (US): 31","2020-01-31",4,17,18,20,20,25
"demAgeFull_us","Age (US): 31","2020-02-01",5,0,63,0,15,22
"demAgeFull_us","Age (US): 31","2020-02-02",6,0,0,33,0,67
"demAgeFull_us","Age (US): 31","2020-02-03",7,24,8,0,11,58
"demAgeFull_us","Age (US): 31","2020-02-04",7,15,0,0,49,36
"demAgeFull_us","Age (US): 31","2020-02-05",4,15,0,0,28,57
"demAgeFull_us","Age (US): 31","2020-02-06",6,37,42,0,21,0
"demAgeFull_us","Age (US): 31","2020-02-07",3,21,28,0,0,51
"demAgeFull_us","Age (US): 31","2020-02-08",4,0,42,24,0,34
"demAgeFull_us","Age (US): 31","2020-02-09",7,50,0,6,0,44
"demAgeFull_us","Age (US): 31","2020-02-10",9,21,9,0,8,62
"demAgeFull_us","Age (US): 31","2020-02-11",7,0,9,0,0,91
"demAgeFull_us","Age (US): 31","2020-02-12",6,9,0,0,0,91
"demAgeFull_us","Age (US): 31","2020-02-13",2,50,0,0,0,50
"demAgeFull_us","Age (US): 31","2020-02-14",3,0,62,0,0,38
"demAgeFull_us","Age (US): 31","2020-02-15",7,0,9,26,24,41
"demAgeFull_us","Age (US): 31","2020-02-16",8,37,7,11,0,45
"demAgeFull_us","Age (US): 31","2020-02-17",3,0,22,0,0,78
"demAgeFull_us","Age (US): 31","2020-02-18",7,19,0,0,18,63
"demAgeFull_us","Age (US): 31","2020-02-19",8,18,11,31,7,34
"demAgeFull_us","Age (US): 31","2020-02-20",6,0,0,25,22,53
"demAgeFull_us","Age (US): 31","2020-02-21",9,6,43,21,14,15
"demAgeFull_us","Age (US): 31","2020-02-22",3,22,0,56,0,22
"demAgeFull_us","Age (US): 31","2020-02-23",6,33,29,12,0,26
"demAgeFull_us","Age (US): 31","2020-02-24",4,0,16,0,24,59
"demAgeFull_us","Age (US): 31","2020-02-25",8,33,12,0,46,9
"demAgeFull_us","Age (US): 31","2020-02-26",4,17,0,0,0,83
"demAgeFull_us","Age (US): 31","2020-02-27",5,40,0,17,15,27
"demAgeFull_us","Age (US): 31","2020-02-28",2,40,0,0,0,60
"demAgeFull_us","Age (US): 31","2020-02-29",3,19,21,31,0,29
"demAgeFull_us","Age (US): 31","2020-03-01",6,0,0,15,63,22
"demAgeFull_us","Age (US): 31","2020-03-02",2,0,0,70,30,0
"demAgeFull_us","Age (US): 31","2020-03-03",3,71,0,29,0,0
"demAgeFull_us","Age (US): 31","2020-03-04",2,58,0,0,42,0
"demAgeFull_us","Age (US): 31","2020-03-05",6,26,36,16,0,22
"demAgeFull_us","Age (US): 31","2020-03-06",5,12,46,13,17,12
"demAgeFull_us","Age (US): 31","2020-03-07",2,0,0,55,45,0
"demAgeFull_us","Age (US): 31","2020-03-08",2,0,60,0,40,0
"demAgeFull_us","Age (US): 31","2020-03-10",10,12,8,0,0,81
"demAgeFull_us","Age (US): 31","2020-03-11",10,6,21,10,10,53
"demAgeFull_us","Age (US): 31","2020-03-12",3,0,0,24,24,53
"demAgeFull_us","Age (US): 31","2020-03-13",7,16,9,0,17,59
"demAgeFull_us","Age (US): 31","2020-03-14",10,0,0,0,34,66
"demAgeFull_us","Age (US): 31","2020-03-15",5,14,0,0,20,66
"demAgeFull_us","Age (US): 31","2020-03-16",6,20,0,0,33,47
"demAgeFull_us","Age (US): 31","2020-03-17",6,0,14,0,35,50
"demAgeFull_us","Age (US): 31","2020-03-18",6,25,0,0,15,59
"demAgeFull_us","Age (US): 31","2020-03-19",5,0,12,41,47,0
"demAgeFull_us","Age (US): 31","2020-03-20",5,29,0,10,0,61
"demAgeFull_us","Age (US): 31","2020-03-21",8,48,11,0,18,22
"demAgeFull_us","Age (US): 31","2020-03-22",3,0,0,25,0,75
"demAgeFull_us","Age (US): 31","2020-03-23",8,28,29,10,14,19
"demAgeFull_us","Age (US): 31","2020-03-24",3,0,31,47,0,22
"demAgeFull_us","Age (US): 31","2020-03-25",4,0,0,44,22,34
"demAgeFull_us","Age (US): 31","2020-03-26",7,48,22,0,12,18
"demAgeFull_us","Age (US): 31","2020-03-27",6,12,0,17,15,56
"demAgeFull_us","Age (US): 31","2020-03-28",7,24,36,8,6,25
"demAgeFull_us","Age (US): 31","2020-03-29",3,68,0,0,0,32
"demAgeFull_us","Age (US): 31","2020-03-30",3,33,0,0,41,27
"demAgeFull_us","Age (US): 31","2020-03-31",4,35,0,34,0,32
"demAgeFull_us","Age (US): 31","2020-04-01",2,0,22,47,0,31
"demAgeFull_us","Age (US): 31","2020-04-02",4,40,29,0,0,31
"demAgeFull_us","Age (US): 31","2020-04-03",1,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-04-04",2,0,67,0,33,0
"demAgeFull_us","Age (US): 31","2020-04-05",1,100,0,0,0,0
"demAgeFull_us","Age (US): 31","2020-04-06",6,24,42,0,0,34
"demAgeFull_us","Age (US): 31","2020-04-07",4,0,0,0,43,57
"demAgeFull_us","Age (US): 31","2020-04-08",8,21,23,21,19,15
"demAgeFull_us","Age (US): 31","2020-04-09",3,38,0,0,62,0
"demAgeFull_us","Age (US): 31","2020-04-10",5,13,16,0,0,71
"demAgeFull_us","Age (US): 31","2020-04-11",4,20,0,58,0,22
"demAgeFull_us","Age (US): 31","2020-04-12",7,0,11,9,0,80
"demAgeFull_us","Age (US): 31","2020-04-13",6,55,0,0,45,0
"demAgeFull_us","Age (US): 31","2020-04-14",7,47,20,0,0,33
"demAgeFull_us","Age (US): 31","2020-04-15",3,30,30,0,0,41
"demAgeFull_us","Age (US): 31","2020-04-16",6,14,0,14,0,72
"demAgeFull_us","Age (US): 31","2020-04-17",5,13,0,39,30,17
"demAgeFull_us","Age (US): 31","2020-04-18",5,23,77,0,0,0
"demAgeFull_us","Age (US): 31","2020-04-19",5,8,0,23,45,24
"demAgeFull_us","Age (US): 31","2020-04-20",2,0,0,0,30,70
"demAgeFull_us","Age (US): 31","2020-04-21",1,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-04-26",4,15,0,24,0,61
"demAgeFull_us","Age (US): 31","2020-04-27",2,100,0,0,0,0
"demAgeFull_us","Age (US): 31","2020-04-28",4,58,0,0,0,42
"demAgeFull_us","Age (US): 31","2020-04-29",2,39,0,0,0,61
"demAgeFull_us","Age (US): 31","2020-04-30",4,0,33,49,0,18
"demAgeFull_us","Age (US): 31","2020-05-01",2,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-05-02",4,18,0,0,69,12
"demAgeFull_us","Age (US): 31","2020-05-03",2,0,0,100,0,0
"demAgeFull_us","Age (US): 31","2020-05-04",6,25,0,12,36,27
"demAgeFull_us","Age (US): 31","2020-05-05",2,44,0,0,0,56
"demAgeFull_us","Age (US): 31","2020-05-07",3,0,0,40,29,32
"demAgeFull_us","Age (US): 31","2020-05-08",4,0,0,40,0,60
"demAgeFull_us","Age (US): 31","2020-05-09",2,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-05-10",2,100,0,0,0,0
"demAgeFull_us","Age (US): 31","2020-05-11",5,83,0,0,17,0
"demAgeFull_us","Age (US): 31","2020-05-13",3,0,0,0,47,53
"demAgeFull_us","Age (US): 31","2020-05-14",4,0,0,0,0,100
"demAgeFull_us","Age (US): 31","2020-05-15",1,100,0,0,0,0
"demAgeFull_us","Age (US): 31","2020-05-16",2,0,0,100,0,0
"demAgeFull_us","Age (US): 31","2020-05-17",6,20,0,15,0,65
"demAgeFull_us","Age (US): 31","2020-05-18",7,11,24,0,0,65
"demAgeFull_us","Age (US): 31","2020-05-19",2,37,0,0,0,63
"demAgeFull_us","Age (US): 32","2020-01-09",8,13,27,0,14,46
"demAgeFull_us","Age (US): 32","2020-01-10",8,15,0,6,19,60
"demAgeFull_us","Age (US): 32","2020-01-11",7,0,35,0,30,35
"demAgeFull_us","Age (US): 32","2020-01-12",6,18,0,10,21,51
"demAgeFull_us","Age (US): 32","2020-01-13",2,0,0,38,0,62
"demAgeFull_us","Age (US): 32","2020-01-15",6,32,0,0,0,68
"demAgeFull_us","Age (US): 32","2020-01-16",5,12,0,12,0,75
"demAgeFull_us","Age (US): 32","2020-01-17",8,35,0,15,0,50
"demAgeFull_us","Age (US): 32","2020-01-18",7,6,25,0,8,61
"demAgeFull_us","Age (US): 32","2020-01-19",5,0,0,11,17,72
"demAgeFull_us","Age (US): 32","2020-01-20",6,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-01-21",6,39,9,0,0,52
"demAgeFull_us","Age (US): 32","2020-01-22",7,8,0,17,0,75
"demAgeFull_us","Age (US): 32","2020-01-23",7,18,5,21,22,34
"demAgeFull_us","Age (US): 32","2020-01-24",3,52,0,0,0,48
"demAgeFull_us","Age (US): 32","2020-01-25",8,11,16,0,30,42
"demAgeFull_us","Age (US): 32","2020-01-26",5,20,0,37,0,43
"demAgeFull_us","Age (US): 32","2020-01-27",6,0,0,0,12,88
"demAgeFull_us","Age (US): 32","2020-01-28",5,21,0,32,29,18
"demAgeFull_us","Age (US): 32","2020-01-29",9,0,51,0,0,49
"demAgeFull_us","Age (US): 32","2020-01-30",12,14,8,10,0,69
"demAgeFull_us","Age (US): 32","2020-01-31",6,7,32,0,46,15
"demAgeFull_us","Age (US): 32","2020-02-01",4,19,0,55,26,0
"demAgeFull_us","Age (US): 32","2020-02-02",4,17,0,12,17,53
"demAgeFull_us","Age (US): 32","2020-02-03",5,25,0,14,0,61
"demAgeFull_us","Age (US): 32","2020-02-04",2,100,0,0,0,0
"demAgeFull_us","Age (US): 32","2020-02-05",5,27,0,0,0,73
"demAgeFull_us","Age (US): 32","2020-02-06",1,0,0,0,100,0
"demAgeFull_us","Age (US): 32","2020-02-07",4,30,0,0,12,58
"demAgeFull_us","Age (US): 32","2020-02-08",5,13,0,0,0,87
"demAgeFull_us","Age (US): 32","2020-02-09",4,44,20,0,0,36
"demAgeFull_us","Age (US): 32","2020-02-10",13,27,0,31,0,42
"demAgeFull_us","Age (US): 32","2020-02-11",5,21,0,0,18,61
"demAgeFull_us","Age (US): 32","2020-02-12",3,52,0,48,0,0
"demAgeFull_us","Age (US): 32","2020-02-13",4,15,13,0,30,42
"demAgeFull_us","Age (US): 32","2020-02-14",6,0,0,0,28,72
"demAgeFull_us","Age (US): 32","2020-02-15",5,0,0,31,0,69
"demAgeFull_us","Age (US): 32","2020-02-16",4,23,43,0,0,34
"demAgeFull_us","Age (US): 32","2020-02-17",6,0,0,49,28,22
"demAgeFull_us","Age (US): 32","2020-02-18",2,35,0,0,0,65
"demAgeFull_us","Age (US): 32","2020-02-19",6,12,20,0,33,35
"demAgeFull_us","Age (US): 32","2020-02-20",2,69,31,0,0,0
"demAgeFull_us","Age (US): 32","2020-02-21",4,0,56,0,17,27
"demAgeFull_us","Age (US): 32","2020-02-22",5,62,0,12,0,26
"demAgeFull_us","Age (US): 32","2020-02-23",8,28,0,0,0,72
"demAgeFull_us","Age (US): 32","2020-02-24",6,15,30,0,28,28
"demAgeFull_us","Age (US): 32","2020-02-25",3,22,46,0,32,0
"demAgeFull_us","Age (US): 32","2020-02-26",3,37,0,37,0,26
"demAgeFull_us","Age (US): 32","2020-02-27",4,30,0,35,0,35
"demAgeFull_us","Age (US): 32","2020-02-28",6,0,0,34,0,66
"demAgeFull_us","Age (US): 32","2020-02-29",5,0,0,30,0,70
"demAgeFull_us","Age (US): 32","2020-03-01",9,6,31,0,21,41
"demAgeFull_us","Age (US): 32","2020-03-02",3,26,36,0,0,39
"demAgeFull_us","Age (US): 32","2020-03-03",6,0,0,0,36,64
"demAgeFull_us","Age (US): 32","2020-03-04",4,23,0,0,0,77
"demAgeFull_us","Age (US): 32","2020-03-05",11,25,7,8,0,59
"demAgeFull_us","Age (US): 32","2020-03-06",2,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-03-07",4,0,29,0,0,71
"demAgeFull_us","Age (US): 32","2020-03-08",2,61,0,0,0,39
"demAgeFull_us","Age (US): 32","2020-03-09",6,29,0,29,14,29
"demAgeFull_us","Age (US): 32","2020-03-10",7,0,13,0,0,87
"demAgeFull_us","Age (US): 32","2020-03-11",6,0,0,10,47,43
"demAgeFull_us","Age (US): 32","2020-03-12",12,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-03-13",3,0,45,0,0,55
"demAgeFull_us","Age (US): 32","2020-03-14",4,19,0,0,0,81
"demAgeFull_us","Age (US): 32","2020-03-15",10,26,0,18,0,56
"demAgeFull_us","Age (US): 32","2020-03-16",3,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-03-17",4,0,0,0,28,72
"demAgeFull_us","Age (US): 32","2020-03-18",7,11,0,25,10,54
"demAgeFull_us","Age (US): 32","2020-03-19",2,0,0,30,0,70
"demAgeFull_us","Age (US): 32","2020-03-20",3,0,53,0,0,47
"demAgeFull_us","Age (US): 32","2020-03-21",3,31,0,0,0,69
"demAgeFull_us","Age (US): 32","2020-03-22",4,67,0,0,0,33
"demAgeFull_us","Age (US): 32","2020-03-23",7,43,11,5,21,20
"demAgeFull_us","Age (US): 32","2020-03-24",3,75,25,0,0,0
"demAgeFull_us","Age (US): 32","2020-03-25",5,0,0,14,0,86
"demAgeFull_us","Age (US): 32","2020-03-26",1,100,0,0,0,0
"demAgeFull_us","Age (US): 32","2020-03-27",5,38,0,0,0,62
"demAgeFull_us","Age (US): 32","2020-03-28",3,31,0,0,0,69
"demAgeFull_us","Age (US): 32","2020-03-29",4,20,22,0,0,58
"demAgeFull_us","Age (US): 32","2020-03-30",2,0,0,50,0,50
"demAgeFull_us","Age (US): 32","2020-03-31",4,18,0,14,15,52
"demAgeFull_us","Age (US): 32","2020-04-01",3,21,0,29,31,19
"demAgeFull_us","Age (US): 32","2020-04-02",8,46,0,0,15,38
"demAgeFull_us","Age (US): 32","2020-04-03",4,18,43,0,0,39
"demAgeFull_us","Age (US): 32","2020-04-04",2,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-04-05",4,0,85,0,0,15
"demAgeFull_us","Age (US): 32","2020-04-06",1,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-04-07",3,12,0,0,0,88
"demAgeFull_us","Age (US): 32","2020-04-08",4,62,20,0,0,18
"demAgeFull_us","Age (US): 32","2020-04-09",3,77,0,23,0,0
"demAgeFull_us","Age (US): 32","2020-04-10",3,41,0,0,59,0
"demAgeFull_us","Age (US): 32","2020-04-11",3,54,46,0,0,0
"demAgeFull_us","Age (US): 32","2020-04-12",3,84,0,0,0,16
"demAgeFull_us","Age (US): 32","2020-04-13",2,100,0,0,0,0
"demAgeFull_us","Age (US): 32","2020-04-14",3,64,0,0,36,0
"demAgeFull_us","Age (US): 32","2020-04-15",2,0,0,78,0,22
"demAgeFull_us","Age (US): 32","2020-04-16",2,0,0,22,0,78
"demAgeFull_us","Age (US): 32","2020-04-17",3,81,0,0,0,19
"demAgeFull_us","Age (US): 32","2020-04-18",7,9,0,25,0,66
"demAgeFull_us","Age (US): 32","2020-04-19",6,12,26,0,0,62
"demAgeFull_us","Age (US): 32","2020-04-20",2,36,0,36,0,28
"demAgeFull_us","Age (US): 32","2020-04-21",5,11,0,0,39,50
"demAgeFull_us","Age (US): 32","2020-04-22",3,0,0,47,0,53
"demAgeFull_us","Age (US): 32","2020-04-23",4,0,24,0,31,45
"demAgeFull_us","Age (US): 32","2020-04-24",4,57,0,0,0,43
"demAgeFull_us","Age (US): 32","2020-04-26",4,25,0,16,0,58
"demAgeFull_us","Age (US): 32","2020-04-28",7,12,0,56,19,13
"demAgeFull_us","Age (US): 32","2020-04-29",1,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-04-30",2,0,59,0,0,41
"demAgeFull_us","Age (US): 32","2020-05-01",4,21,0,0,30,50
"demAgeFull_us","Age (US): 32","2020-05-02",4,0,52,0,18,30
"demAgeFull_us","Age (US): 32","2020-05-03",3,0,57,0,0,43
"demAgeFull_us","Age (US): 32","2020-05-04",4,47,0,17,0,36
"demAgeFull_us","Age (US): 32","2020-05-05",4,17,0,0,21,62
"demAgeFull_us","Age (US): 32","2020-05-06",2,0,0,100,0,0
"demAgeFull_us","Age (US): 32","2020-05-07",4,71,0,12,0,17
"demAgeFull_us","Age (US): 32","2020-05-08",6,34,0,0,0,66
"demAgeFull_us","Age (US): 32","2020-05-09",3,0,0,0,16,84
"demAgeFull_us","Age (US): 32","2020-05-10",3,14,0,0,21,65
"demAgeFull_us","Age (US): 32","2020-05-11",4,64,0,0,0,36
"demAgeFull_us","Age (US): 32","2020-05-12",6,100,0,0,0,0
"demAgeFull_us","Age (US): 32","2020-05-13",2,40,0,0,0,60
"demAgeFull_us","Age (US): 32","2020-05-14",3,0,0,0,0,100
"demAgeFull_us","Age (US): 32","2020-05-15",5,6,22,15,0,57
"demAgeFull_us","Age (US): 32","2020-05-16",1,0,0,100,0,0
"demAgeFull_us","Age (US): 32","2020-05-17",4,0,13,0,0,87
"demAgeFull_us","Age (US): 32","2020-05-18",3,32,32,0,37,0
"demAgeFull_us","Age (US): 32","2020-05-19",2,30,0,0,70,0
"demAgeFull_us","Age (US): 33","2020-01-09",6,0,0,39,28,34
"demAgeFull_us","Age (US): 33","2020-01-10",6,0,18,36,0,46
"demAgeFull_us","Age (US): 33","2020-01-11",5,9,0,0,22,70
"demAgeFull_us","Age (US): 33","2020-01-12",5,14,0,21,0,65
"demAgeFull_us","Age (US): 33","2020-01-13",6,0,0,46,0,54
"demAgeFull_us","Age (US): 33","2020-01-14",4,63,0,0,0,37
"demAgeFull_us","Age (US): 33","2020-01-15",2,0,56,0,0,44
"demAgeFull_us","Age (US): 33","2020-01-16",2,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-01-17",5,39,24,20,0,17
"demAgeFull_us","Age (US): 33","2020-01-18",8,16,0,18,0,67
"demAgeFull_us","Age (US): 33","2020-01-19",1,52,0,0,0,48
"demAgeFull_us","Age (US): 33","2020-01-20",6,49,0,0,0,51
"demAgeFull_us","Age (US): 33","2020-01-21",3,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-01-22",4,17,0,30,0,53
"demAgeFull_us","Age (US): 33","2020-01-23",2,0,57,0,0,43
"demAgeFull_us","Age (US): 33","2020-01-24",6,0,32,21,0,46
"demAgeFull_us","Age (US): 33","2020-01-25",4,0,41,0,0,59
"demAgeFull_us","Age (US): 33","2020-01-26",3,14,0,0,0,86
"demAgeFull_us","Age (US): 33","2020-01-27",7,15,17,0,0,68
"demAgeFull_us","Age (US): 33","2020-01-28",5,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-01-29",5,18,15,0,0,67
"demAgeFull_us","Age (US): 33","2020-01-30",2,0,100,0,0,0
"demAgeFull_us","Age (US): 33","2020-01-31",2,0,100,0,0,0
"demAgeFull_us","Age (US): 33","2020-02-01",9,18,0,4,0,78
"demAgeFull_us","Age (US): 33","2020-02-03",2,0,33,33,0,33
"demAgeFull_us","Age (US): 33","2020-02-04",2,50,0,0,0,50
"demAgeFull_us","Age (US): 33","2020-02-05",7,89,0,11,0,0
"demAgeFull_us","Age (US): 33","2020-02-06",4,68,0,0,16,16
"demAgeFull_us","Age (US): 33","2020-02-07",7,7,0,23,12,57
"demAgeFull_us","Age (US): 33","2020-02-08",4,43,0,0,57,0
"demAgeFull_us","Age (US): 33","2020-02-09",10,8,8,0,8,77
"demAgeFull_us","Age (US): 33","2020-02-10",7,38,0,26,0,36
"demAgeFull_us","Age (US): 33","2020-02-11",5,30,20,0,41,9
"demAgeFull_us","Age (US): 33","2020-02-12",5,0,0,0,22,78
"demAgeFull_us","Age (US): 33","2020-02-13",3,30,0,0,44,26
"demAgeFull_us","Age (US): 33","2020-02-14",6,26,16,0,31,27
"demAgeFull_us","Age (US): 33","2020-02-15",4,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-02-16",3,55,17,0,0,28
"demAgeFull_us","Age (US): 33","2020-02-17",2,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-02-18",3,21,31,0,0,48
"demAgeFull_us","Age (US): 33","2020-02-19",3,0,0,0,69,31
"demAgeFull_us","Age (US): 33","2020-02-20",6,0,0,11,0,89
"demAgeFull_us","Age (US): 33","2020-02-21",4,15,0,0,35,50
"demAgeFull_us","Age (US): 33","2020-02-22",7,30,0,19,0,51
"demAgeFull_us","Age (US): 33","2020-02-23",3,49,0,0,32,19
"demAgeFull_us","Age (US): 33","2020-02-24",9,0,0,24,24,52
"demAgeFull_us","Age (US): 33","2020-02-25",5,0,44,12,32,12
"demAgeFull_us","Age (US): 33","2020-02-26",4,34,0,0,0,66
"demAgeFull_us","Age (US): 33","2020-02-27",5,11,11,20,11,46
"demAgeFull_us","Age (US): 33","2020-02-28",3,30,0,0,0,70
"demAgeFull_us","Age (US): 33","2020-02-29",7,40,0,0,10,50
"demAgeFull_us","Age (US): 33","2020-03-01",2,65,35,0,0,0
